1,0.724417874605826
2,0.952064690977361
3,0.209837006792047
4,0.290264798352162
5,0.84900201900364
6,0.0199721086728614
7,0.870808449253583
8,0.4770311173299
9,0.316028388943264
10,0.152237093265992
11,0.17112824188418
12,0.647088706566388
13,0.633893767065171
14,0.112712379592471
15,0.92063510503404
16,0.0140389890377496
17,0.206043108242504
18,0.673351002497544
19,0.151945974447661
20,0.404277720792519
21,0.0262778589900726
22,0.153601132644031
23,0.696197010491528
24,0.326644235033075
25,0.285507589575322
26,0.500101505481203
27,0.313173158594859
28,0.0925617290992625
29,0.492578251091553
30,0.431391384016532
31,0.886894750273644
32,0.421489836981619
33,0.850408151254531
34,0.0113043207547168
35,0.647830328777548
36,0.752835230966304
37,0.361664285220314
38,0.0942044172883283
39,0.370756701923298
40,0.755735004620276
41,0.438890318181149
42,0.0959233195940915
43,0.236530534659292
44,0.241355165206055
45,0.481963679666392
46,0.268041192236896
47,0.803650592355881
48,0.918175244334526
49,0.473203200878847
50,0.48430317563198
51,0.0356500216416674
52,0.333675508101038
53,0.613986480448824
54,0.0177525021394714
55,0.979432105445683
56,0.939762260890838
57,0.495903669228576
58,0.927359104758479
59,0.652315040022271
60,0.615019785705437
61,0.194782962053983
62,0.255368621306124
63,0.835226503614948
64,0.636782705664311
65,0.949726273978856
66,0.48749761552342
67,0.521518291093925
68,0.850331809170348
69,0.153470180024667
70,0.0719797473672574
71,0.982483751277418
72,0.894768618483298
73,0.765194849209951
74,0.89343262354966
75,0.686271298071406
76,0.0602105358093576
77,0.443907094664896
78,0.751690772119592
79,0.336051134197622
80,0.829716557092644
81,0.411077774902572
82,0.923980426924915
83,0.0352957823496945
84,0.957133182870125
85,0.382074537835779
86,0.900821959628088
87,0.0347067528686964
88,0.13572049775813
89,0.928921248638087
90,0.377474239516053
91,0.333154729420471
92,0.761827498361724
93,0.313578434143229
94,0.510424543697389
95,0.391130520856237
96,0.0841832129150278
97,0.789369269805903
98,0.845388693460562
99,0.76279302673712
100,0.952182853728343
